symbol,security_id,exchange_segment,instrument,universe,Company Name,Industry,Series,ISIN Code,batch_number,batch_size
SBIN,3045,NSE_EQ,EQUITY,NIFTY500,State Bank of India,Financial Services,EQ,INE062A01020,9,50
SCHAEFFLER,1011,NSE_EQ,EQUITY,NIFTY500,Schaeffler India Ltd.,Automobile and Auto Components,EQ,INE513A01022,9,50
SCHNEIDER,31234,NSE_EQ,EQUITY,NIFTY500,Schneider Electric Infrastructure Ltd.,Capital Goods,EQ,INE839M01018,9,50
SCI,3048,NSE_EQ,EQUITY,NIFTY500,Shipping Corporation of India Ltd.,Services,EQ,INE109A01011,9,50
SHREECEM,3103,NSE_EQ,EQUITY,NIFTY500,Shree Cement Ltd.,Construction Materials,EQ,INE070A01015,9,50
SHRIRAMFIN,4306,NSE_EQ,EQUITY,NIFTY500,Shriram Finance Ltd.,Financial Services,EQ,INE721A01047,9,50
SHYAMMETL,4693,NSE_EQ,EQUITY,NIFTY500,Shyam Metalics and Energy Ltd.,Capital Goods,EQ,INE810G01011,9,50
SIEMENS,3150,NSE_EQ,EQUITY,NIFTY500,Siemens Ltd.,Capital Goods,EQ,INE003A01024,9,50
SIGNATURE,18743,NSE_EQ,EQUITY,NIFTY500,Signatureglobal (India) Ltd.,Realty,EQ,INE903U01023,9,50
SJVN,18883,NSE_EQ,EQUITY,NIFTY500,SJVN Ltd.,Power,EQ,INE002L01015,9,50
SOBHA,13826,NSE_EQ,EQUITY,NIFTY500,Sobha Ltd.,Realty,EQ,INE671H01015,9,50
SOLARINDS,13332,NSE_EQ,EQUITY,NIFTY500,Solar Industries India Ltd.,Chemicals,EQ,INE343H01029,9,50
SONACOMS,4684,NSE_EQ,EQUITY,NIFTY500,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,EQ,INE073K01018,9,50
SONATSOFTW,6596,NSE_EQ,EQUITY,NIFTY500,Sonata Software Ltd.,Information Technology,EQ,INE269A01021,9,50
SPLPETRO,9617,NSE_EQ,EQUITY,NIFTY500,Supreme Petrochem Ltd.,Chemicals,EQ,INE663A01033,9,50
SRF,3273,NSE_EQ,EQUITY,NIFTY500,SRF Ltd.,Chemicals,EQ,INE647A01010,9,50
STARHEALTH,7083,NSE_EQ,EQUITY,NIFTY500,Star Health and Allied Insurance Company Ltd.,Financial Services,EQ,INE575P01011,9,50
SUMICHEM,17105,NSE_EQ,EQUITY,NIFTY500,Sumitomo Chemical India Ltd.,Chemicals,EQ,INE258G01013,9,50
SUNDARMFIN,3339,NSE_EQ,EQUITY,NIFTY500,Sundaram Finance Ltd.,Financial Services,EQ,INE660A01013,9,50
SUNPHARMA,3351,NSE_EQ,EQUITY,NIFTY500,Sun Pharmaceutical Industries Ltd.,Healthcare,EQ,INE044A01036,9,50
SUNTV,13404,NSE_EQ,EQUITY,NIFTY500,Sun TV Network Ltd.,Media Entertainment & Publication,EQ,INE424H01027,9,50
SUPREMEIND,3363,NSE_EQ,EQUITY,NIFTY500,Supreme Industries Ltd.,Capital Goods,EQ,INE195A01028,9,50
SUZLON,12018,NSE_EQ,EQUITY,NIFTY500,Suzlon Energy Ltd.,Capital Goods,EQ,INE040H01021,9,50
SWANCORP,27095,NSE_EQ,EQUITY,NIFTY500,Swan Corp Ltd.,Chemicals,EQ,INE665A01038,9,50
SWIGGY,27066,NSE_EQ,EQUITY,NIFTY500,Swiggy Ltd.,Consumer Services,EQ,INE00H001014,9,50
SYNGENE,10243,NSE_EQ,EQUITY,NIFTY500,Syngene International Ltd.,Healthcare,EQ,INE398R01022,9,50
SYRMA,10793,NSE_EQ,EQUITY,NIFTY500,Syrma SGS Technology Ltd.,Capital Goods,EQ,INE0DYJ01015,9,50
TARIL,15174,NSE_EQ,EQUITY,NIFTY500,Transformers And Rectifiers (India) Ltd.,Capital Goods,EQ,INE763I01026,9,50
TATACAP,759265,NSE_EQ,EQUITY,NIFTY500,Tata Capital Ltd.,Financial Services,EQ,INE976I01016,9,50
TATACHEM,3405,NSE_EQ,EQUITY,NIFTY500,Tata Chemicals Ltd.,Chemicals,EQ,INE092A01019,9,50
TATACOMM,3721,NSE_EQ,EQUITY,NIFTY500,Tata Communications Ltd.,Telecommunication,EQ,INE151A01013,9,50
TATACONSUM,3432,NSE_EQ,EQUITY,NIFTY500,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,EQ,INE192A01025,9,50
TATAELXSI,3411,NSE_EQ,EQUITY,NIFTY500,Tata Elxsi Ltd.,Information Technology,EQ,INE670A01012,9,50
TATAINVEST,1621,NSE_EQ,EQUITY,NIFTY500,Tata Investment Corporation Ltd.,Financial Services,EQ,INE672A01026,9,50
TATAPOWER,3426,NSE_EQ,EQUITY,NIFTY500,Tata Power Co. Ltd.,Power,EQ,INE245A01021,9,50
TATASTEEL,3499,NSE_EQ,EQUITY,NIFTY500,Tata Steel Ltd.,Metals & Mining,EQ,INE081A01020,9,50
TATATECH,20293,NSE_EQ,EQUITY,NIFTY500,Tata Technologies Ltd.,Information Technology,EQ,INE142M01025,9,50
TBOTEK,23740,NSE_EQ,EQUITY,NIFTY500,TBO Tek Ltd.,Consumer Services,EQ,INE673O01025,9,50
TCS,11536,NSE_EQ,EQUITY,NIFTY500,Tata Consultancy Services Ltd.,Information Technology,EQ,INE467B01029,9,50
TECHM,13538,NSE_EQ,EQUITY,NIFTY500,Tech Mahindra Ltd.,Information Technology,EQ,INE669C01036,10,50
TECHNOE,6445,NSE_EQ,EQUITY,NIFTY500,Techno Electric & Engineering Company Ltd.,Construction,EQ,INE285K01026,10,50
TEGA,7105,NSE_EQ,EQUITY,NIFTY500,Tega Industries Ltd.,Capital Goods,EQ,INE011K01018,10,50
TEJASNET,21131,NSE_EQ,EQUITY,NIFTY500,Tejas Networks Ltd.,Telecommunication,EQ,INE010J01012,10,50
TENNIND,759880,NSE_EQ,EQUITY,NIFTY500,Tenneco Clean Air India Ltd.,Automobile and Auto Components,EQ,INE19RI01016,10,50
THELEELA,757014,NSE_EQ,EQUITY,NIFTY500,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,EQ,INE0AQ201015,10,50
THERMAX,3475,NSE_EQ,EQUITY,NIFTY500,Thermax Ltd.,Capital Goods,EQ,INE152A01029,10,50
TIINDIA,312,NSE_EQ,EQUITY,NIFTY500,Tube Investments of India Ltd.,Automobile and Auto Components,EQ,INE974X01010,10,50
TIMKEN,14198,NSE_EQ,EQUITY,NIFTY500,Timken India Ltd.,Capital Goods,EQ,INE325A01013,10,50
TITAGARH,15414,NSE_EQ,EQUITY,NIFTY500,Titagarh Rail Systems Ltd.,Capital Goods,EQ,INE615H01020,10,50
TITAN,3506,NSE_EQ,EQUITY,NIFTY500,Titan Company Ltd.,Consumer Durables,EQ,INE280A01028,10,50
TMCV,759782,NSE_EQ,EQUITY,NIFTY500,Tata Motors Ltd.,Capital Goods,EQ,INE1TAE01010,10,50
TMPV,3456,NSE_EQ,EQUITY,NIFTY500,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,EQ,INE155A01022,10,50
TORNTPHARM,3518,NSE_EQ,EQUITY,NIFTY500,Torrent Pharmaceuticals Ltd.,Healthcare,EQ,INE685A01028,10,50
TORNTPOWER,13786,NSE_EQ,EQUITY,NIFTY500,Torrent Power Ltd.,Power,EQ,INE813H01021,10,50
TRAVELFOOD,757545,NSE_EQ,EQUITY,NIFTY500,Travel Food Services Ltd.,Consumer Services,EQ,INE103V01028,10,50
TRENT,1964,NSE_EQ,EQUITY,NIFTY500,Trent Ltd.,Consumer Services,EQ,INE849A01020,10,50
TRIDENT,9685,NSE_EQ,EQUITY,NIFTY500,Trident Ltd.,Textiles,EQ,INE064C01022,10,50
TRITURBINE,25584,NSE_EQ,EQUITY,NIFTY500,Triveni Turbine Ltd.,Capital Goods,EQ,INE152M01016,10,50
TTML,8954,NSE_EQ,EQUITY,NIFTY500,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,EQ,INE517B01013,10,50
TVSMOTOR,8479,NSE_EQ,EQUITY,NIFTY500,TVS Motor Company Ltd.,Automobile and Auto Components,EQ,INE494B01023,10,50
UBL,16713,NSE_EQ,EQUITY,NIFTY500,United Breweries Ltd.,Fast Moving Consumer Goods,EQ,INE686F01025,10,50
UCOBANK,11223,NSE_EQ,EQUITY,NIFTY500,UCO Bank,Financial Services,EQ,INE691A01018,10,50
ULTRACEMCO,11532,NSE_EQ,EQUITY,NIFTY500,UltraTech Cement Ltd.,Construction Materials,EQ,INE481G01011,10,50
UNIONBANK,10753,NSE_EQ,EQUITY,NIFTY500,Union Bank of India,Financial Services,EQ,INE692A01016,10,50
UNITDSPR,10447,NSE_EQ,EQUITY,NIFTY500,United Spirits Ltd.,Fast Moving Consumer Goods,EQ,INE854D01024,10,50
UNOMINDA,14154,NSE_EQ,EQUITY,NIFTY500,UNO Minda Ltd.,Automobile and Auto Components,EQ,INE405E01023,10,50
UPL,11287,NSE_EQ,EQUITY,NIFTY500,UPL Ltd.,Chemicals,EQ,INE628A01036,10,50
URBANCO,759084,NSE_EQ,EQUITY,NIFTY500,Urban Company Ltd.,Consumer Services,EQ,INE0CAZ01013,10,50
USHAMART,8840,NSE_EQ,EQUITY,NIFTY500,Usha Martin Ltd.,Capital Goods,EQ,INE228A01035,10,50
UTIAMC,527,NSE_EQ,EQUITY,NIFTY500,UTI Asset Management Company Ltd.,Financial Services,EQ,INE094J01016,10,50
VBL,18921,NSE_EQ,EQUITY,NIFTY500,Varun Beverages Ltd.,Fast Moving Consumer Goods,EQ,INE200M01039,10,50
VEDL,3063,NSE_EQ,EQUITY,NIFTY500,Vedanta Ltd.,Metals & Mining,EQ,INE205A01025,10,50
VIJAYA,5585,NSE_EQ,EQUITY,NIFTY500,Vijaya Diagnostic Centre Ltd.,Healthcare,EQ,INE043W01024,10,50
VMM,27969,NSE_EQ,EQUITY,NIFTY500,Vishal Mega Mart Ltd.,Consumer Services,EQ,INE01EA01019,10,50
VOLTAS,3718,NSE_EQ,EQUITY,NIFTY500,Voltas Ltd.,Consumer Durables,EQ,INE226A01021,10,50
VTL,2073,NSE_EQ,EQUITY,NIFTY500,Vardhman Textiles Ltd.,Textiles,EQ,INE825A01020,10,50
WAAREEENER,25907,NSE_EQ,EQUITY,NIFTY500,Waaree Energies Ltd.,Capital Goods,EQ,INE377N01017,10,50
WELCORP,11821,NSE_EQ,EQUITY,NIFTY500,Welspun Corp Ltd.,Capital Goods,EQ,INE191B01025,10,50
WELSPUNLIV,11253,NSE_EQ,EQUITY,NIFTY500,Welspun Living Ltd.,Textiles,EQ,INE192B01031,10,50
WHIRLPOOL,18011,NSE_EQ,EQUITY,NIFTY500,Whirlpool of India Ltd.,Consumer Durables,EQ,INE716A01013,10,50
WIPRO,3787,NSE_EQ,EQUITY,NIFTY500,Wipro Ltd.,Information Technology,EQ,INE075A01022,10,50
WOCKPHARMA,7506,NSE_EQ,EQUITY,NIFTY500,Wockhardt Ltd.,Healthcare,EQ,INE049B01025,10,50
YESBANK,11915,NSE_EQ,EQUITY,NIFTY500,Yes Bank Ltd.,Financial Services,EQ,INE528G01035,10,50
ZEEL,3812,NSE_EQ,EQUITY,NIFTY500,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,EQ,INE256A01028,10,50
ZENSARTECH,1076,NSE_EQ,EQUITY,NIFTY500,Zensar Technolgies Ltd.,Information Technology,EQ,INE520A01027,10,50
ZENTEC,7508,NSE_EQ,EQUITY,NIFTY500,Zen Technologies Ltd.,Capital Goods,EQ,INE251B01027,10,50
ZFCVINDIA,16915,NSE_EQ,EQUITY,NIFTY500,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,EQ,INE342J01019,10,50
ZYDUSLIFE,7929,NSE_EQ,EQUITY,NIFTY500,Zydus Lifesciences Ltd.,Healthcare,EQ,INE010B01027,10,50
ZYDUSWELL,17635,NSE_EQ,EQUITY,NIFTY500,Zydus Wellness Ltd.,Fast Moving Consumer Goods,EQ,INE768C01028,10,50
